alpha_threshold,fuzzy_modularity_qg,n_communities,n_predicted_communities,n_overlapping_nodes,onmi,omega,comm_recall,comm_precision,comm_F1,average_score
0.3,0.43901388653457274,4,4,2,0.4023994103591898,0.5353634577603144,0.8122119815667652,0.6501771370284202,0.7222177108956478,0.6244739395220675
0.35,0.43901388653457274,4,4,2,0.4023994103591898,0.5353634577603144,0.8122119815667652,0.6501771370284202,0.7222177108956478,0.6244739395220675
0.4,0.43901388653457274,4,4,2,0.4023994103591898,0.5353634577603144,0.8122119815667652,0.6501771370284202,0.7222177108956478,0.6244739395220675
0.45,0.43901388653457274,4,4,1,0.3988045017209205,0.5235178297965433,0.8122119815667652,0.6333787180560893,0.7117336654265517,0.615929339313374
0.5,0.43901388653457274,4,4,0,0.39533365015525823,0.5088640840446487,0.8122119815667652,0.6149804496578221,0.699967963272919,0.6062716257394827
