k,beta,r,init_iter,max_iter,max_communities,selected_alpha_threshold,threshold_objective,fuzzy_modularity_qg,n_communities,n_predicted_communities,n_overlapping_nodes,onmi,omega,comm_recall,comm_precision,comm_F1,average_score
3,1.0,2.0,5,100,,0.3,comm_F1,0.43901388653457274,4,4,2,0.4023994103591898,0.5353634577603144,0.8122119815667652,0.6501771370284202,0.7222177108956478,0.6244739395220675
