alpha_threshold,fuzzy_modularity_qg,n_communities,n_predicted_communities,n_overlapping_nodes,onmi,omega,comm_recall,comm_precision,comm_F1,average_score
0.1,0.6032043622544702,11,11,0,0.7962891379325687,0.8465066598139185,0.862177345071994,0.9163146794724814,0.8884220414768834,0.8619419727535691
